Age,Gender,Sentiment,Food
52,man,happy,"Mango Chutney"
30,woman,disgust,"Mango Chutney"
51,man,happy,"Lime Pickle"
50,man,sad,"Mint Sauce"
22,woman,sad,"Onion Chutney"
63,man,surprise,"Mango Chutney"
68,man,happy,"Mango Chutney"
34,man,fear,"Mint Sauce"
33,man,surprise,"Mint Sauce"
21,woman,angry,"Mango Chutney"
29,man,sad,"Mango Chutney"
34,woman,disgust,"Mango Chutney"
54,man,happy,"Red Sauce"
49,man,sad,"Mint Sauce"
69,man,sad,"Mango Chutney"
27,woman,sad,"Red Sauce"
19,woman,sad,"Onion Chutney"
22,man,happy,"Mint Sauce"
25,woman,surprise,"Onion Chutney"
15,man,sad,"Mango Chutney"
20,man,happy,"Mango Chutney"
69,man,surprise,"Mango Chutney"
26,woman,happy,"Red Sauce"
60,woman,happy,"Mango Chutney"
27,man,disgust,"Mango Chutney"
61,man,disgust,"Mint Sauce"
68,woman,fear,"Mint Sauce"
56,man,happy,"Mint Sauce"
51,man,surprise,"Onion Chutney"
69,woman,fear,"Onion Chutney"
33,man,sad,"Mango Chutney"
63,woman,sad,"Red Sauce"
39,woman,angry,"Red Sauce"
31,man,angry,"Onion Chutney"
68,man,angry,"Mint Sauce"
20,man,sad,"Onion Chutney"
47,woman,happy,"Red Sauce"
25,woman,sad,"Lime Pickle"
50,woman,fear,"Red Sauce"
58,man,angry,"Mango Chutney"
33,woman,fear,"Mango Chutney"
68,man,angry,"Onion Chutney"
61,woman,happy,"Red Sauce"
39,man,fear,"Mango Chutney"
48,woman,happy,"Mango Chutney"
38,man,disgust,"Mango Chutney"
49,woman,angry,"Mango Chutney"
29,woman,happy,"Mint Sauce"
41,man,disgust,"Red Sauce"
54,man,happy,"Red Sauce"
39,woman,angry,"Mint Sauce"
25,man,angry,"Lime Pickle"
17,woman,surprise,"Onion Chutney"
44,woman,happy,"Mango Chutney"
20,man,happy,"Mango Chutney"
38,man,fear,"Onion Chutney"
63,woman,happy,"Mango Chutney"
40,woman,angry,"Red Sauce"
22,man,angry,"Mango Chutney"
32,man,angry,"Red Sauce"
21,woman,sad,"Mango Chutney"
53,woman,angry,"Mint Sauce"
26,woman,sad,"Onion Chutney"
34,man,sad,"Mint Sauce"
36,woman,surprise,"Mint Sauce"
58,man,disgust,"Mint Sauce"
41,man,disgust,"Red Sauce"
50,woman,disgust,"Mint Sauce"
37,man,happy,"Mint Sauce"
25,woman,sad,"Mint Sauce"
34,man,surprise,"Mango Chutney"
53,woman,disgust,"Mango Chutney"
68,man,happy,"Lime Pickle"
59,man,angry,"Mint Sauce"
65,woman,sad,"Mint Sauce"
62,woman,happy,"Mint Sauce"
25,woman,happy,"Mango Chutney"
31,man,surprise,"Mango Chutney"
50,woman,disgust,"Red Sauce"
69,man,surprise,"Mango Chutney"
59,man,happy,"Onion Chutney"
67,man,surprise,"Mint Sauce"
37,woman,surprise,"Red Sauce"
26,woman,sad,"Mint Sauce"
39,woman,surprise,"Mango Chutney"
28,woman,fear,"Red Sauce"
56,woman,disgust,"Mango Chutney"
68,woman,disgust,"Mint Sauce"
66,man,surprise,"Mango Chutney"
39,woman,surprise,"Lime Pickle"
43,man,disgust,"Mango Chutney"
59,woman,surprise,"Mango Chutney"
30,woman,disgust,"Mango Chutney"
21,woman,sad,"Mint Sauce"
52,man,fear,"Mint Sauce"
15,man,surprise,"Mint Sauce"
39,man,happy,"Lime Pickle"
39,woman,surprise,"Mango Chutney"
30,man,happy,"Mint Sauce"
38,woman,angry,"Mango Chutney"
58,woman,sad,"Lime Pickle"
22,man,fear,"Mint Sauce"
48,woman,disgust,"Onion Chutney"
23,man,fear,"Mango Chutney"
27,man,angry,"Onion Chutney"
30,woman,fear,"Mint Sauce"
25,woman,happy,"Mango Chutney"
55,man,fear,"Red Sauce"
47,woman,fear,"Mango Chutney"
54,woman,disgust,"Mango Chutney"
33,woman,fear,"Mint Sauce"
46,woman,disgust,"Mint Sauce"
29,man,angry,"Mint Sauce"
61,woman,sad,"Mango Chutney"
17,man,happy,"Red Sauce"
48,man,angry,"Mango Chutney"
42,woman,surprise,"Mango Chutney"
31,man,angry,"Mango Chutney"
66,woman,fear,"Mango Chutney"
61,woman,surprise,"Mint Sauce"
52,woman,fear,"Onion Chutney"
17,woman,surprise,"Mint Sauce"
62,woman,surprise,"Mango Chutney"
44,man,angry,"Mango Chutney"
23,woman,surprise,"Red Sauce"
25,man,disgust,"Mango Chutney"
34,man,sad,"Mint Sauce"
31,woman,happy,"Mint Sauce"
48,woman,fear,"Mango Chutney"
26,woman,happy,"Onion Chutney"
53,man,sad,"Red Sauce"
61,man,surprise,"Mint Sauce"
60,man,disgust,"Onion Chutney"
16,man,fear,"Mint Sauce"
17,man,sad,"Onion Chutney"
65,man,surprise,"Onion Chutney"
43,woman,happy,"Mango Chutney"
66,woman,happy,"Mango Chutney"
45,woman,fear,"Mango Chutney"
15,man,happy,"Mango Chutney"
26,woman,sad,"Mint Sauce"
24,woman,sad,"Mint Sauce"
58,man,fear,"Mango Chutney"
21,woman,angry,"Lime Pickle"
30,man,disgust,"Mint Sauce"
54,woman,angry,"Mint Sauce"
67,woman,disgust,"Mint Sauce"
41,man,angry,"Mango Chutney"
31,man,sad,"Mint Sauce"
48,woman,disgust,"Mango Chutney"
40,man,disgust,"Mango Chutney"
44,woman,happy,"Mint Sauce"
17,man,happy,"Onion Chutney"
49,woman,fear,"Red Sauce"
26,man,fear,"Onion Chutney"
41,man,fear,"Mango Chutney"
29,man,surprise,"Mint Sauce"
45,man,disgust,"Mango Chutney"
57,man,disgust,"Mint Sauce"
22,man,disgust,"Mango Chutney"
27,man,surprise,"Mango Chutney"
42,man,angry,"Red Sauce"
33,woman,surprise,"Mint Sauce"
68,man,surprise,"Mint Sauce"
68,woman,fear,"Mango Chutney"
45,man,disgust,"Mango Chutney"
22,woman,happy,"Onion Chutney"
66,man,sad,"Mint Sauce"
60,man,angry,"Onion Chutney"
52,woman,surprise,"Lime Pickle"
45,woman,happy,"Onion Chutney"
68,man,sad,"Onion Chutney"
28,woman,happy,"Mint Sauce"
41,woman,surprise,"Mango Chutney"
64,woman,fear,"Mint Sauce"
66,man,angry,"Mango Chutney"
27,man,angry,"Mint Sauce"
58,man,disgust,"Mint Sauce"
22,woman,sad,"Mint Sauce"
50,woman,angry,"Mango Chutney"
29,man,surprise,"Onion Chutney"
43,woman,happy,"Mint Sauce"
28,man,disgust,"Onion Chutney"
48,man,angry,"Red Sauce"
17,man,sad,"Red Sauce"
45,woman,sad,"Mango Chutney"
57,woman,angry,"Lime Pickle"
33,man,happy,"Lime Pickle"
46,man,angry,"Mint Sauce"
29,woman,happy,"Mango Chutney"
63,man,disgust,"Mango Chutney"
47,woman,fear,"Mango Chutney"
36,man,happy,"Mango Chutney"
45,woman,fear,"Onion Chutney"
18,woman,surprise,"Mint Sauce"
17,man,fear,"Lime Pickle"
32,woman,happy,"Mango Chutney"
18,man,happy,"Red Sauce"
41,man,disgust,"Mint Sauce"
21,man,disgust,"Onion Chutney"
30,man,sad,"Onion Chutney"
58,woman,sad,"Red Sauce"
40,woman,surprise,"Mango Chutney"
20,man,disgust,"Mango Chutney"
56,woman,angry,"Mango Chutney"
19,woman,disgust,"Mango Chutney"
16,woman,angry,"Mint Sauce"
38,man,fear,"Onion Chutney"
53,woman,surprise,"Lime Pickle"
49,man,happy,"Mango Chutney"
59,woman,angry,"Mango Chutney"
35,man,happy,"Mango Chutney"
35,woman,fear,"Mint Sauce"
67,woman,fear,"Mango Chutney"
53,woman,surprise,"Mango Chutney"
61,woman,happy,"Mint Sauce"
26,woman,happy,"Mint Sauce"
31,woman,happy,"Onion Chutney"
36,man,fear,"Mint Sauce"
45,woman,happy,"Red Sauce"
38,woman,disgust,"Mango Chutney"
67,woman,fear,"Onion Chutney"
60,woman,happy,"Mango Chutney"
53,woman,angry,"Mango Chutney"
15,woman,angry,"Mango Chutney"
23,woman,sad,"Onion Chutney"
57,man,fear,"Onion Chutney"
25,woman,surprise,"Lime Pickle"
49,woman,disgust,"Mango Chutney"
25,man,disgust,"Red Sauce"
55,woman,angry,"Mint Sauce"
30,woman,happy,"Mango Chutney"
62,woman,happy,"Mango Chutney"
58,woman,happy,"Onion Chutney"
61,man,disgust,"Red Sauce"
63,man,surprise,"Mango Chutney"
39,man,disgust,"Mint Sauce"
35,woman,angry,"Mango Chutney"
53,woman,disgust,"Mint Sauce"
31,man,happy,"Mango Chutney"
48,woman,disgust,"Mint Sauce"
25,man,angry,"Mango Chutney"
32,woman,happy,"Onion Chutney"
19,man,fear,"Lime Pickle"
17,man,surprise,"Mango Chutney"
57,woman,angry,"Onion Chutney"
47,man,sad,"Onion Chutney"
64,man,sad,"Mint Sauce"
40,man,happy,"Mint Sauce"
21,man,disgust,"Red Sauce"
45,woman,sad,"Onion Chutney"
67,man,angry,"Mango Chutney"
43,man,disgust,"Mint Sauce"
42,woman,sad,"Mango Chutney"
45,woman,sad,"Mint Sauce"
35,man,happy,"Mint Sauce"
49,woman,happy,"Onion Chutney"
18,man,disgust,"Lime Pickle"
28,woman,fear,"Red Sauce"
24,woman,sad,"Mango Chutney"
25,man,fear,"Mint Sauce"
55,man,sad,"Onion Chutney"
35,man,happy,"Mango Chutney"
25,woman,happy,"Red Sauce"
47,woman,disgust,"Red Sauce"
15,man,sad,"Lime Pickle"
37,man,happy,"Onion Chutney"
43,man,angry,"Mango Chutney"
61,woman,surprise,"Onion Chutney"
31,woman,disgust,"Mango Chutney"
54,man,fear,"Mint Sauce"
46,man,surprise,"Mango Chutney"
31,woman,fear,"Mint Sauce"
42,woman,happy,"Mango Chutney"
20,woman,surprise,"Mint Sauce"
26,woman,sad,"Mango Chutney"
68,man,sad,"Lime Pickle"
47,woman,fear,"Mango Chutney"
59,man,angry,"Red Sauce"
26,woman,happy,"Mango Chutney"
51,woman,angry,"Mango Chutney"
55,man,sad,"Mint Sauce"
46,man,surprise,"Mango Chutney"
65,man,angry,"Mango Chutney"
49,woman,happy,"Onion Chutney"
23,woman,sad,"Mint Sauce"
63,man,surprise,"Mint Sauce"
27,man,surprise,"Mint Sauce"
31,woman,happy,"Mango Chutney"
68,man,sad,"Mango Chutney"
32,woman,fear,"Onion Chutney"
41,woman,surprise,"Mango Chutney"
31,man,happy,"Mango Chutney"
24,woman,sad,"Mango Chutney"
28,woman,sad,"Red Sauce"
65,man,surprise,"Mango Chutney"
69,man,surprise,"Mint Sauce"
36,man,sad,"Mint Sauce"
24,man,disgust,"Mango Chutney"
35,man,fear,"Mint Sauce"
63,woman,happy,"Onion Chutney"
42,woman,sad,"Lime Pickle"
36,man,disgust,"Mango Chutney"
18,woman,disgust,"Mango Chutney"
65,woman,fear,"Mango Chutney"
65,woman,sad,"Mango Chutney"
63,man,surprise,"Onion Chutney"
27,woman,happy,"Mint Sauce"
27,woman,fear,"Mango Chutney"
45,woman,sad,"Mango Chutney"
33,man,surprise,"Mango Chutney"
62,woman,sad,"Mint Sauce"
16,woman,disgust,"Mango Chutney"
38,man,disgust,"Mint Sauce"
21,woman,sad,"Mango Chutney"
56,woman,angry,"Mango Chutney"
38,man,fear,"Mint Sauce"
50,woman,fear,"Mint Sauce"
33,man,angry,"Onion Chutney"
69,woman,fear,"Onion Chutney"
29,woman,disgust,"Onion Chutney"
59,man,disgust,"Mango Chutney"
17,man,fear,"Lime Pickle"
58,man,disgust,"Mango Chutney"
41,man,fear,"Red Sauce"
51,woman,fear,"Mango Chutney"
60,man,disgust,"Onion Chutney"
48,man,surprise,"Mint Sauce"
25,man,angry,"Onion Chutney"
69,woman,fear,"Mint Sauce"
29,man,surprise,"Mango Chutney"
25,woman,happy,"Mint Sauce"
47,man,surprise,"Mango Chutney"
48,woman,fear,"Onion Chutney"
58,man,angry,"Mango Chutney"
69,man,surprise,"Mango Chutney"
49,woman,happy,"Red Sauce"
32,woman,disgust,"Red Sauce"
15,woman,disgust,"Mint Sauce"
24,woman,surprise,"Mint Sauce"
39,man,disgust,"Mango Chutney"
44,woman,surprise,"Mango Chutney"
30,woman,fear,"Lime Pickle"
49,woman,happy,"Mango Chutney"
17,woman,angry,"Mango Chutney"
16,man,sad,"Mango Chutney"
36,woman,angry,"Mango Chutney"
48,man,surprise,"Onion Chutney"
65,woman,sad,"Onion Chutney"
50,woman,fear,"Mint Sauce"
29,man,angry,"Mango Chutney"
63,woman,fear,"Mango Chutney"
37,woman,surprise,"Mint Sauce"
24,man,disgust,"Mango Chutney"
56,man,disgust,"Mango Chutney"
21,man,disgust,"Mango Chutney"
26,woman,happy,"Mint Sauce"
38,woman,sad,"Mango Chutney"
24,man,disgust,"Mango Chutney"
24,woman,happy,"Mint Sauce"
18,woman,angry,"Mango Chutney"
57,woman,sad,"Mango Chutney"
21,man,happy,"Mint Sauce"
48,man,sad,"Mint Sauce"
65,man,disgust,"Onion Chutney"
55,man,happy,"Mango Chutney"
56,woman,surprise,"Mango Chutney"
16,woman,surprise,"Mango Chutney"
43,man,angry,"Mango Chutney"
29,man,angry,"Red Sauce"
59,woman,angry,"Onion Chutney"
53,woman,fear,"Mango Chutney"
45,woman,happy,"Onion Chutney"
66,man,sad,"Onion Chutney"
61,woman,surprise,"Mango Chutney"
32,man,happy,"Mint Sauce"
28,woman,disgust,"Mint Sauce"
41,woman,surprise,"Mango Chutney"
32,man,surprise,"Lime Pickle"
52,man,sad,"Mango Chutney"
40,man,disgust,"Mango Chutney"
51,woman,fear,"Red Sauce"
35,woman,surprise,"Red Sauce"
34,man,sad,"Mint Sauce"
26,man,angry,"Red Sauce"
69,man,surprise,"Mango Chutney"
19,woman,disgust,"Onion Chutney"
34,woman,angry,"Red Sauce"
26,man,disgust,"Onion Chutney"
59,man,fear,"Red Sauce"
32,woman,fear,"Lime Pickle"
50,woman,disgust,"Mango Chutney"
54,man,fear,"Mango Chutney"
62,man,disgust,"Red Sauce"
56,woman,surprise,"Mango Chutney"
57,woman,surprise,"Red Sauce"
48,woman,disgust,"Mango Chutney"
52,woman,angry,"Mint Sauce"
59,woman,surprise,"Onion Chutney"
42,man,disgust,"Mango Chutney"
54,woman,angry,"Mint Sauce"
28,woman,happy,"Lime Pickle"
36,man,sad,"Mango Chutney"
54,woman,angry,"Mango Chutney"
26,man,disgust,"Mango Chutney"
39,woman,surprise,"Red Sauce"
67,woman,fear,"Mango Chutney"
21,man,happy,"Mango Chutney"
46,man,surprise,"Mango Chutney"
19,man,happy,"Mint Sauce"
19,man,disgust,"Mint Sauce"
18,man,fear,"Onion Chutney"
64,woman,fear,"Mint Sauce"
63,man,surprise,"Red Sauce"
38,man,disgust,"Mango Chutney"
61,man,disgust,"Mango Chutney"
40,man,fear,"Onion Chutney"
57,woman,surprise,"Lime Pickle"
28,woman,happy,"Mint Sauce"
24,man,disgust,"Red Sauce"
30,woman,disgust,"Red Sauce"
49,man,surprise,"Mango Chutney"
66,man,surprise,"Onion Chutney"
25,man,disgust,"Red Sauce"
56,man,fear,"Mint Sauce"
21,woman,surprise,"Mango Chutney"
51,woman,angry,"Red Sauce"
27,man,surprise,"Mint Sauce"
37,woman,surprise,"Onion Chutney"
15,man,sad,"Mango Chutney"
48,man,angry,"Mango Chutney"
45,man,surprise,"Red Sauce"
28,man,disgust,"Lime Pickle"
66,woman,happy,"Onion Chutney"
28,woman,fear,"Mango Chutney"
67,man,sad,"Mango Chutney"
51,woman,disgust,"Onion Chutney"
59,woman,surprise,"Red Sauce"
34,man,happy,"Mango Chutney"
34,man,fear,"Onion Chutney"
43,man,surprise,"Mango Chutney"
49,man,sad,"Mango Chutney"
45,woman,fear,"Mango Chutney"
22,man,happy,"Mango Chutney"
32,man,surprise,"Mango Chutney"
58,woman,sad,"Onion Chutney"
30,man,angry,"Mint Sauce"
45,woman,sad,"Mango Chutney"
15,man,surprise,"Red Sauce"
61,man,angry,"Mango Chutney"
19,man,fear,"Onion Chutney"
40,man,fear,"Mango Chutney"
32,man,surprise,"Mint Sauce"
16,woman,surprise,"Onion Chutney"
65,man,surprise,"Mango Chutney"
61,woman,surprise,"Red Sauce"
54,woman,surprise,"Lime Pickle"
15,man,sad,"Mint Sauce"
45,man,disgust,"Red Sauce"
18,man,sad,"Mango Chutney"
20,woman,surprise,"Red Sauce"
33,man,sad,"Mango Chutney"
45,woman,surprise,"Mint Sauce"
31,woman,disgust,"Mint Sauce"
62,man,angry,"Onion Chutney"
21,man,disgust,"Onion Chutney"
20,man,sad,"Onion Chutney"
29,woman,happy,"Onion Chutney"
61,woman,sad,"Mango Chutney"
22,woman,sad,"Red Sauce"
48,woman,happy,"Mango Chutney"
66,man,sad,"Onion Chutney"
48,woman,disgust,"Red Sauce"
19,woman,angry,"Mint Sauce"
36,man,happy,"Mint Sauce"
41,woman,surprise,"Mint Sauce"
67,woman,disgust,"Onion Chutney"
30,woman,happy,"Mango Chutney"
58,woman,sad,"Mango Chutney"
16,man,sad,"Onion Chutney"
34,man,surprise,"Mango Chutney"
53,woman,fear,"Onion Chutney"
34,man,sad,"Mint Sauce"
21,woman,angry,"Mint Sauce"
15,man,fear,"Mint Sauce"
15,man,sad,"Red Sauce"
54,woman,angry,"Onion Chutney"
21,man,disgust,"Red Sauce"
64,man,angry,"Onion Chutney"
21,woman,surprise,"Mint Sauce"
58,woman,surprise,"Red Sauce"
30,man,sad,"Mango Chutney"
25,man,disgust,"Mango Chutney"
61,woman,happy,"Lime Pickle"
51,man,happy,"Mango Chutney"
40,woman,surprise,"Lime Pickle"
41,woman,surprise,"Mango Chutney"
42,woman,surprise,"Mango Chutney"
53,man,fear,"Mango Chutney"
67,man,surprise,"Mint Sauce"
41,man,angry,"Red Sauce"
51,man,surprise,"Onion Chutney"
53,woman,fear,"Red Sauce"
32,woman,disgust,"Mint Sauce"
69,woman,angry,"Mango Chutney"
32,woman,disgust,"Mint Sauce"
16,woman,angry,"Mint Sauce"
24,woman,happy,"Onion Chutney"
41,woman,angry,"Mint Sauce"
51,man,surprise,"Mango Chutney"
61,woman,happy,"Mango Chutney"
56,woman,sad,"Lime Pickle"
58,man,fear,"Mint Sauce"
47,man,surprise,"Mint Sauce"
16,man,fear,"Lime Pickle"
31,man,sad,"Mango Chutney"
58,man,angry,"Mint Sauce"
59,woman,happy,"Mango Chutney"
30,woman,happy,"Mango Chutney"
65,woman,disgust,"Mango Chutney"
28,woman,happy,"Onion Chutney"
50,woman,angry,"Mango Chutney"
40,woman,angry,"Mango Chutney"
34,man,surprise,"Lime Pickle"
33,woman,angry,"Mint Sauce"
53,man,happy,"Mango Chutney"
33,woman,angry,"Mint Sauce"
52,man,surprise,"Mango Chutney"
58,woman,angry,"Mango Chutney"
26,man,surprise,"Onion Chutney"
31,woman,disgust,"Red Sauce"
45,woman,sad,"Mango Chutney"
67,man,angry,"Onion Chutney"
33,man,happy,"Mint Sauce"
60,man,angry,"Mint Sauce"
25,woman,fear,"Mango Chutney"
48,woman,disgust,"Mango Chutney"
21,man,happy,"Mint Sauce"
55,man,sad,"Mango Chutney"
20,woman,angry,"Red Sauce"
26,man,surprise,"Onion Chutney"
65,man,angry,"Mango Chutney"
18,man,sad,"Mango Chutney"
62,man,angry,"Mango Chutney"
69,man,happy,"Mint Sauce"
68,woman,happy,"Onion Chutney"
69,woman,disgust,"Mango Chutney"
57,woman,angry,"Mango Chutney"
57,woman,surprise,"Lime Pickle"
47,woman,fear,"Mint Sauce"
34,woman,angry,"Mango Chutney"
43,man,disgust,"Mint Sauce"
63,woman,fear,"Mango Chutney"
48,man,surprise,"Onion Chutney"
15,man,sad,"Mango Chutney"
25,man,disgust,"Mint Sauce"
49,man,angry,"Red Sauce"
26,man,surprise,"Red Sauce"
44,man,angry,"Onion Chutney"
57,man,happy,"Mango Chutney"
46,woman,disgust,"Red Sauce"
29,woman,disgust,"Mint Sauce"
51,woman,disgust,"Onion Chutney"
28,man,angry,"Onion Chutney"
31,woman,fear,"Onion Chutney"
31,woman,disgust,"Red Sauce"
36,woman,disgust,"Onion Chutney"
17,woman,fear,"Mango Chutney"
64,woman,fear,"Lime Pickle"
24,woman,happy,"Mango Chutney"
38,man,disgust,"Mango Chutney"
63,woman,happy,"Mango Chutney"
56,man,fear,"Mint Sauce"
35,woman,angry,"Onion Chutney"
49,man,angry,"Onion Chutney"
48,woman,fear,"Onion Chutney"
38,woman,surprise,"Red Sauce"
41,woman,sad,"Mint Sauce"
62,woman,happy,"Mango Chutney"
67,woman,fear,"Mango Chutney"
25,woman,happy,"Lime Pickle"
68,woman,fear,"Mango Chutney"
29,man,surprise,"Mint Sauce"
63,woman,sad,"Onion Chutney"
56,man,happy,"Onion Chutney"
61,woman,happy,"Red Sauce"
43,woman,happy,"Mango Chutney"
19,man,disgust,"Mango Chutney"
46,woman,fear,"Onion Chutney"
51,woman,disgust,"Mint Sauce"
56,man,disgust,"Mint Sauce"
62,man,disgust,"Mint Sauce"
31,man,surprise,"Mint Sauce"
58,man,disgust,"Lime Pickle"
55,man,sad,"Red Sauce"
28,man,sad,"Mint Sauce"
28,woman,disgust,"Mango Chutney"
52,woman,fear,"Mint Sauce"
33,woman,disgust,"Mint Sauce"
59,man,fear,"Mango Chutney"
34,man,fear,"Lime Pickle"
34,man,surprise,"Mango Chutney"
52,woman,angry,"Onion Chutney"
67,woman,fear,"Mint Sauce"
24,man,disgust,"Mango Chutney"
19,man,sad,"Mango Chutney"
41,man,disgust,"Mango Chutney"
22,woman,surprise,"Mint Sauce"
54,woman,surprise,"Mango Chutney"
50,woman,disgust,"Mint Sauce"
22,woman,surprise,"Mango Chutney"
45,woman,sad,"Mango Chutney"
36,woman,surprise,"Red Sauce"
25,woman,happy,"Onion Chutney"
17,woman,angry,"Mango Chutney"
35,man,sad,"Mango Chutney"
59,woman,surprise,"Mint Sauce"
19,man,happy,"Mint Sauce"
51,man,sad,"Mango Chutney"
20,man,fear,"Lime Pickle"
37,woman,angry,"Red Sauce"
47,woman,fear,"Mango Chutney"
33,woman,fear,"Mint Sauce"
17,man,sad,"Mint Sauce"
51,man,happy,"Mango Chutney"
69,man,surprise,"Onion Chutney"
58,woman,surprise,"Red Sauce"
62,man,fear,"Onion Chutney"
65,woman,fear,"Mango Chutney"
49,woman,fear,"Onion Chutney"
54,woman,disgust,"Mango Chutney"
57,woman,sad,"Mango Chutney"
40,woman,happy,"Onion Chutney"
17,woman,disgust,"Mint Sauce"
65,woman,sad,"Mint Sauce"
58,man,angry,"Red Sauce"
22,man,disgust,"Mango Chutney"
37,woman,surprise,"Mango Chutney"
69,man,happy,"Onion Chutney"
63,man,angry,"Lime Pickle"
58,man,disgust,"Onion Chutney"
29,man,angry,"Mint Sauce"
24,woman,happy,"Mango Chutney"
28,man,sad,"Mint Sauce"
38,man,happy,"Mint Sauce"
27,man,surprise,"Mango Chutney"
59,woman,surprise,"Mango Chutney"
34,man,sad,"Mango Chutney"
49,woman,disgust,"Mango Chutney"
64,man,surprise,"Onion Chutney"
47,woman,disgust,"Mango Chutney"
63,man,disgust,"Onion Chutney"
57,woman,angry,"Mango Chutney"
64,woman,happy,"Onion Chutney"
41,woman,happy,"Mango Chutney"
19,man,disgust,"Onion Chutney"
31,woman,angry,"Onion Chutney"
63,woman,happy,"Mango Chutney"
34,woman,disgust,"Red Sauce"
29,man,sad,"Mango Chutney"
21,man,disgust,"Mint Sauce"
41,man,disgust,"Mango Chutney"
16,man,sad,"Mint Sauce"
45,man,disgust,"Mango Chutney"
55,man,disgust,"Red Sauce"
25,man,surprise,"Mango Chutney"
45,man,angry,"Onion Chutney"
20,woman,surprise,"Mango Chutney"
21,man,fear,"Mango Chutney"
43,woman,sad,"Red Sauce"
52,woman,disgust,"Red Sauce"
21,man,disgust,"Mint Sauce"
40,man,fear,"Mango Chutney"
32,woman,fear,"Onion Chutney"
19,woman,angry,"Onion Chutney"
69,woman,disgust,"Onion Chutney"
35,man,fear,"Mango Chutney"
23,woman,angry,"Mango Chutney"
48,woman,happy,"Mint Sauce"
65,woman,happy,"Red Sauce"
15,man,sad,"Lime Pickle"
23,woman,sad,"Mint Sauce"
23,woman,surprise,"Mango Chutney"
25,woman,happy,"Mint Sauce"
17,man,happy,"Mint Sauce"
36,man,sad,"Mango Chutney"
61,woman,happy,"Onion Chutney"
49,man,surprise,"Mint Sauce"
31,man,happy,"Mango Chutney"
69,woman,fear,"Onion Chutney"
34,woman,angry,"Mint Sauce"
58,man,disgust,"Mint Sauce"
65,man,angry,"Mint Sauce"
56,woman,angry,"Red Sauce"
27,man,disgust,"Mango Chutney"
61,man,disgust,"Mango Chutney"
57,woman,angry,"Lime Pickle"
36,man,sad,"Red Sauce"
15,man,sad,"Onion Chutney"
64,woman,happy,"Mint Sauce"
53,woman,surprise,"Mint Sauce"
59,man,fear,"Mango Chutney"
31,woman,disgust,"Mint Sauce"
44,man,fear,"Mint Sauce"
64,man,disgust,"Onion Chutney"
27,man,disgust,"Mango Chutney"
58,man,disgust,"Mango Chutney"
66,woman,disgust,"Mango Chutney"
18,woman,angry,"Mango Chutney"
36,man,fear,"Onion Chutney"
43,woman,happy,"Mint Sauce"
18,woman,disgust,"Mint Sauce"
15,man,happy,"Mango Chutney"
55,woman,angry,"Mint Sauce"
23,woman,surprise,"Mint Sauce"
29,man,sad,"Onion Chutney"
67,woman,angry,"Onion Chutney"
20,woman,sad,"Onion Chutney"
59,man,happy,"Onion Chutney"
55,woman,angry,"Mango Chutney"
64,man,disgust,"Mint Sauce"
46,man,disgust,"Red Sauce"
55,woman,sad,"Onion Chutney"
38,man,fear,"Mango Chutney"
34,man,happy,"Onion Chutney"
44,woman,sad,"Mango Chutney"
32,woman,fear,"Onion Chutney"
57,woman,surprise,"Mint Sauce"
39,woman,angry,"Red Sauce"
37,woman,surprise,"Mint Sauce"
23,woman,happy,"Mango Chutney"
50,man,surprise,"Onion Chutney"
60,woman,surprise,"Onion Chutney"
55,man,sad,"Onion Chutney"
45,man,angry,"Mango Chutney"
50,woman,disgust,"Red Sauce"
32,man,angry,"Mango Chutney"
66,man,angry,"Mint Sauce"
58,woman,sad,"Mango Chutney"
32,woman,angry,"Mint Sauce"
53,man,happy,"Mint Sauce"
50,woman,happy,"Onion Chutney"
33,man,sad,"Mint Sauce"
46,woman,fear,"Mango Chutney"
46,woman,sad,"Mango Chutney"
28,man,angry,"Onion Chutney"
69,man,sad,"Onion Chutney"
40,woman,sad,"Mango Chutney"
21,woman,surprise,"Mango Chutney"
69,man,happy,"Lime Pickle"
55,woman,angry,"Mint Sauce"
45,man,surprise,"Onion Chutney"
47,woman,disgust,"Mango Chutney"
23,woman,sad,"Onion Chutney"
37,woman,angry,"Red Sauce"
53,man,sad,"Mint Sauce"
60,woman,happy,"Mango Chutney"
31,man,sad,"Mango Chutney"
44,woman,happy,"Mint Sauce"
54,man,happy,"Red Sauce"
34,man,surprise,"Red Sauce"
44,woman,fear,"Mango Chutney"
27,man,surprise,"Onion Chutney"
64,woman,sad,"Lime Pickle"
27,woman,sad,"Onion Chutney"
62,man,fear,"Mango Chutney"
17,man,happy,"Mango Chutney"
22,man,disgust,"Mango Chutney"
41,woman,happy,"Onion Chutney"
21,woman,surprise,"Onion Chutney"
37,woman,angry,"Mint Sauce"
26,man,disgust,"Red Sauce"
23,woman,surprise,"Mango Chutney"
48,man,surprise,"Onion Chutney"
49,man,happy,"Mint Sauce"
43,man,angry,"Onion Chutney"
46,man,sad,"Onion Chutney"
68,woman,disgust,"Mint Sauce"
43,woman,surprise,"Red Sauce"
41,man,disgust,"Mango Chutney"
44,woman,happy,"Onion Chutney"
69,man,sad,"Onion Chutney"
66,man,surprise,"Red Sauce"
19,man,sad,"Onion Chutney"
43,woman,sad,"Mango Chutney"
38,woman,surprise,"Red Sauce"
34,woman,disgust,"Mango Chutney"
